animeID,name,title_english,type,source,producers,genre,studio,episodes,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,season,year
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Dementia,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Drama,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Geneon Universal Entertainment,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Dementia,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Drama,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Genco,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Dementia,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Drama,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Pioneer LDC,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Dementia,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Drama,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,TV Tokyo Music,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Dementia,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Drama,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Mystery,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Psychological,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Sci-Fi,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
339,Serial Experiments Lain,Serial Experiments Lain,TV,Original,Fuji Pacific Music Publishing,Supernatural,Triangle Staff,13.0,1998-07-06,1998-09-02,23 min per ep,R - 17+ (violence & profanity),8.01,129678,558,229,322643,11332,Serial Experiments Lain won the Excellence Prize in the 1998 Japan Media Arts Festival. It has been subject to commentary in the literary and academic worlds such as the Asian Horror Encyclopedia and The Problem of Existence in Japanese Animation by the American Philosophical Society.,Summer 1998,Tuesdays at 01:15 (JST),Summer,1998
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,Action,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,Drama,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,Fantasy,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,Romance,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,School,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Geneon Universal Entertainment,Supernatural,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,Action,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,Drama,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,Fantasy,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,Romance,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,School,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,ASCII Media Works,Supernatural,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,Action,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,Drama,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,Fantasy,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,Romance,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,School,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Toshiba Entertainment,Supernatural,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,Action,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,Drama,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,Fantasy,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,Romance,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,School,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Cosmic Ray,Supernatural,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Showgate,Action,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Showgate,Drama,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
355,Shakugan no Shana,Shakugan no Shana: Season I,TV,Light novel,Showgate,Fantasy,J.C.Staff,24.0,2005-10-06,2006-03-02,24 min per ep,PG-13 - Teens 13 or older,7.63,190060,1294,166,384800,5249,"Shakugan no Shana is licensed in North America by Funimation after Geneon withdrew from the American market, and made its first North American television debut in September of 2012 on the Funimation Channel.",Fall 2005,Thursdays at 00:45 (JST),Fall,2005
